{\rtf1\ansi\ansicpg1252\cocoartf2709
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\partightenfactor0

\f0\fs26 \cf0 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 Days_since_Jan_1	Temp(F)\
1.7083333333333333	35.6\
1.75	37.4\
1.7833333333333332	39.2\
1.8229166666666665	44.6\
1.8666666666666665	44.6\
1.90625	41.\
1.9527777777777777	39.2\
1.9618055555555554	39.2\
1.9909722222222221	37.4\
2.0326388888888887	37.4\
2.0743055555555556	37.4\
2.09375	Missing\
2.125	35.6\
2.15625	30.2\
2.2006944444444443	26.6\
2.21875	28.4\
2.232638888888889	28.4\
2.25	30.2\
2.2604166666666665	30.2\
2.2743055555555554	30.2\
2.2916666666666665	30.2\
2.302083333333333	28.4\
2.3159722222222223	28.4\
2.333333333333333	28.4\
2.34375	26.6\
2.357638888888889	30.2\
2.370833333333333	30.2\
2.3854166666666665	32.\
2.398611111111111	32.\
2.4125	30.2\
2.427083333333333	32.\
2.4409722222222223	30.2\
2.458333333333333	28.4\
2.46875	32.\
2.482638888888889	32.\
2.5	32.\
2.531944444444444	28.4\
2.576388888888889	17.6\
2.61875	21.2\
2.6576388888888887	23.\
2.6993055555555556	26.6\
2.740972222222222	28.4\
2.784722222222222	30.2\
2.833333333333333	32.\
2.865972222222222	32.\
2.9166666666666665	32.\
2.951388888888889	30.2\
2.9930555555555554	26.6\
3.033333333333333	24.8\
3.076388888888889	24.8\
3.1166666666666667	21.2\
3.1576388888888887	19.4\
3.21875	19.4\
3.232638888888889	19.4\
3.25	19.4\
3.2604166666666665	19.4\
3.2743055555555554	19.4\
3.2916666666666665	19.4\
3.301388888888889	17.6\
3.3152777777777778	19.4\
3.333333333333333	19.4\
3.3430555555555554	19.4\
3.3569444444444443	19.4\
3.375	21.2\
3.384722222222222	17.6\
3.3993055555555554	17.6\
3.4166666666666665	17.6\
3.427083333333333	17.6\
3.440972222222222	17.6\
3.458333333333333	15.8\
3.46875	17.6\
3.482638888888889	17.6\
3.495833333333333	19.4\
3.536111111111111	17.6\
3.5777777777777775	15.8\
3.617361111111111	17.6\
3.6590277777777778	21.2\
3.6979166666666665	26.6\
3.739583333333333	30.2\
3.78125	33.8\
3.824305555555555	39.2\
3.8701388888888886	41.\
3.908333333333333	41.\
3.958333333333333	39.2\
3.992361111111111	35.6\
4.0361111111111105	37.4\
4.075	35.6\
4.1618055555555555	35.6\
4.203472222222222	35.6\
4.21875	33.8\
4.232638888888888	33.8\
4.25	35.6\
4.260416666666666	35.6\
4.273611111111111	35.6\
4.291666666666666	35.6\
4.302083333333333	35.6\
4.315972222222222	33.8\
4.333333333333333	33.8\
4.34375	33.8\
4.357638888888888	33.8\
4.375	32.\
4.385416666666666	33.8\
4.399305555555555	35.6\
4.416666666666666	35.6\
4.427083333333333	35.6\
4.440972222222222	35.6\
4.458333333333333	35.6\
4.46875	37.4\
4.482638888888888	37.4\
4.5	35.6\
4.531944444444444	35.6\
4.575	35.6\
4.625	39.2\
4.659027777777777	41.\
4.703472222222222	41.\
4.730555555555555	41.\
4.741666666666666	42.8\
4.772916666666666	44.6\
4.791666666666666	42.8\
4.8125	41.\
4.826388888888888	41.\
4.870138888888889	41.\
4.950694444444444	41.\
4.990972222222222	39.2\
5.034027777777777	39.2\
5.074305555555555	39.2\
5.117361111111111	37.4\
5.158333333333333	37.4\
5.2	37.4\
5.218055555555555	35.6\
5.231944444444444	35.6\
5.25	33.8\
5.260416666666666	35.6\
5.274305555555555	33.8\
5.291666666666666	35.6\
5.302083333333333	37.4\
5.315972222222222	39.2\
5.333333333333333	39.2\
5.34375	39.2\
5.357638888888888	39.2\
5.375	37.4\
5.385416666666666	37.4\
5.398611111111111	41.\
5.416666666666666	41.\
5.427083333333333	41.\
5.440277777777777	41.\
5.458333333333333	42.8\
5.46875	42.8\
5.481944444444444	42.8\
5.5	42.8\
5.533333333333333	42.8\
5.576388888888888	41.\
5.6187499999999995	44.6\
5.6618055555555555	48.2\
5.699305555555555	50.\
5.741666666666666	53.6\
5.782638888888888	55.400000000000006\
5.824999999999999	55.400000000000006\
5.907638888888888	55.400000000000006\
5.949999999999999	50.\
5.991666666666666	48.2\
6.03125	48.2\
6.072916666666666	48.2\
6.118055555555555	48.2\
6.159027777777777	48.2\
6.199305555555555	48.2\
6.21875	48.2\
6.232638888888888	44.6\
6.25	44.6\
6.260416666666666	46.4\
6.274305555555555	46.4\
6.291666666666666	44.6\
6.302083333333333	42.8\
6.315277777777777	46.4\
6.333333333333333	42.8\
6.34375	44.6\
6.357638888888888	46.4\
6.370833333333333	46.4\
6.385416666666666	46.4\
6.399305555555555	44.6\
6.416666666666666	46.4\
6.427083333333333	46.4\
6.440972222222222	46.4\
6.458333333333333	46.4\
6.46875	44.6\
6.482638888888888	44.6\
6.5	44.6\
6.532638888888888	44.6\
6.574305555555555	46.4\
6.61736111111111	37.4\
6.6618055555555555	37.4\
6.703472222222222	39.2\
6.740972222222222	41.\
6.782638888888888	41.\
6.824305555555555	44.6\
6.870138888888889	44.6\
6.90625	44.6\
6.949305555555555	41.\
6.990972222222222	35.6\
7.033333333333333	35.6\
7.074999999999999	32.\
7.11736111111111	28.4\
7.157638888888888	30.2\
7.199305555555555	32.\
7.21875	32.\
7.232638888888888	30.2\
7.25	30.2\
7.260416666666666	32.\
7.274305555555555	30.2\
7.291666666666666	30.2\
7.302083333333333	30.2\
7.315972222222221	30.2\
7.333333333333333	30.2\
7.34375	28.4\
7.356944444444444	28.4\
7.375	30.2\
7.385416666666666	30.2\
7.39861111111111	28.4\
7.416666666666666	28.4\
7.427083333333333	28.4\
7.440972222222221	30.2\
7.454166666666667	28.4\
7.46875	28.4\
7.482638888888888	28.4\
7.5	28.4\
7.534722222222221	26.6\
7.574999999999999	28.4\
7.625	28.4\
7.65625	32.\
7.697916666666666	37.4\
7.743055555555555	44.6\
7.782638888888888	48.2\
7.824305555555555	42.8\
7.866666666666666	46.4\
7.908333333333333	44.6\
7.949305555555555	42.8\
7.990972222222222	41.\
8.032638888888888	41.\
8.072916666666666	39.2\
8.115972222222222	35.6\
8.157638888888888	35.6\
8.199305555555554	35.6\
8.218055555555555	33.8\
8.23263888888889	32.\
8.25	32.\
8.260416666666666	32.\
8.274305555555555	32.\
8.291666666666666	32.\
8.302083333333332	33.8\
8.315972222222221	33.8\
8.333333333333332	32.\
8.34375	32.\
8.35763888888889	32.\
8.375	32.\
8.385416666666666	32.\
8.399305555555555	32.\
8.4125	32.\
8.427083333333332	32.\
8.440277777777778	32.\
8.458333333333332	32.\
8.46875	32.\
8.48263888888889	32.\
8.5	32.\
8.534027777777778	30.2\
8.559027777777777	26.6\
8.583333333333332	26.6\
8.614583333333332	24.8\
8.629861111111111	24.8\
8.638194444444444	24.8\
8.658333333333333	24.8\
8.697916666666666	24.8\
8.739583333333332	24.8\
8.754166666666666	24.8\
8.782638888888888	24.8\
8.824305555555554	24.8\
8.865972222222222	24.8\
8.882638888888888	24.8\
8.952777777777778	41.\
8.990972222222222	21.2\
9.03125	21.2\
9.074305555555554	Missing\
9.109722222222222	17.6\
9.119444444444444	17.6\
9.156944444444443	17.6\
9.178472222222222	15.8\
9.21875	15.8\
9.231944444444444	15.8\
9.25	15.8\
9.259722222222221	14.\
9.274305555555555	14.\
9.291666666666666	14.\
9.302083333333332	14.\
9.315972222222221	14.\
9.333333333333332	12.2\
9.34375	12.2\
9.35763888888889	10.399999999999999\
9.375	10.399999999999999\
9.385416666666666	8.599999999999998\
9.399305555555555	8.599999999999998\
9.416666666666666	8.599999999999998\
9.427083333333332	8.599999999999998\
9.440972222222221	8.599999999999998\
9.458333333333332	8.599999999999998\
9.46875	8.599999999999998\
9.48263888888889	8.599999999999998\
9.5	8.599999999999998\
9.534027777777776	6.800000000000001\
9.573611111111111	3.1999999999999993\
9.615277777777777	3.1999999999999993\
9.641666666666666	1.3999999999999986\
9.659027777777776	1.3999999999999986\
9.700694444444444	8.599999999999998\
9.739583333333332	12.2\
9.784027777777776	14.\
9.825694444444444	15.8\
9.86736111111111	17.6\
9.907638888888888	17.6\
9.949305555555554	14.\
10.	12.2\
10.034722222222221	6.800000000000001\
10.074305555555554	6.800000000000001\
10.125	10.399999999999999\
10.157638888888888	10.399999999999999\
10.2	12.2\
10.21875	14.\
10.232638888888888	14.\
10.25	15.8\
10.260416666666666	15.8\
10.27361111111111	15.8\
10.53125	17.6\
10.572916666666666	17.6\
10.614583333333332	14.\
10.65625	15.8\
10.703472222222222	5.\
10.743055555555555	6.800000000000001\
10.786805555555555	6.800000000000001\
10.826388888888888	12.2\
10.865972222222222	12.2\
10.869444444444444	14.\
10.906944444444443	12.2\
10.958333333333332	10.399999999999999\
10.989583333333332	10.399999999999999\
11.036805555555555	10.399999999999999\
11.078472222222222	8.599999999999998\
11.119444444444444	6.800000000000001\
11.161805555555555	3.1999999999999993\
11.203472222222222	3.1999999999999993\
11.532638888888888	8.599999999999998\
11.574305555555554	8.599999999999998\
11.615972222222222	10.399999999999999\
11.659722222222221	12.2\
11.699305555555554	15.8\
11.75	17.6\
11.78611111111111	21.2\
11.826388888888888	23.\
11.864583333333332	23.\
11.90625	23.\
11.947916666666666	24.8\
11.989583333333332	24.8\
12.032638888888888	24.8\
12.075	26.6\
12.156944444444443	30.2\
12.200694444444444	30.2\
12.218055555555555	35.6\
12.232638888888888	33.8\
12.245833333333334	37.4\
12.260416666666666	39.2\
12.274305555555555	41.\
12.291666666666666	39.2\
12.302083333333332	41.\
12.315972222222221	41.\
12.329166666666666	42.8\
12.34375	42.8\
12.357638888888888	42.8\
12.369444444444444	41.\
12.385416666666666	41.\
12.399305555555555	42.8\
12.416666666666666	42.8\
12.427083333333332	42.8\
12.440972222222221	42.8\
12.458333333333332	42.8\
12.46875	42.8\
12.482638888888888	42.8\
12.5	42.8\
12.575	41.\
12.625	42.8\
12.659722222222221	44.6\
12.70347222222222	46.4\
12.745138888888889	48.2\
12.822916666666666	51.8\
12.870138888888889	53.6\
12.911805555555555	53.6\
12.949305555555554	53.6\
12.990972222222222	48.2\
13.034722222222221	42.8\
13.074305555555554	44.6\
13.11736111111111	41.\
13.15625	42.8\
13.201388888888888	39.2\
13.21875	41.\
13.232638888888888	35.6\
13.25	33.8\
13.260416666666666	33.8\
13.27361111111111	35.6\
13.291666666666666	35.6\
13.302083333333332	33.8\
13.315972222222221	33.8\
13.329166666666666	33.8\
13.34375	35.6\
13.357638888888888	35.6\
13.375	33.8\
13.385416666666666	33.8\
13.399305555555555	33.8\
13.416666666666666	35.6\
13.427083333333332	33.8\
13.440972222222221	33.8\
13.458333333333332	35.6\
13.46875	37.4\
13.482638888888888	37.4\
13.5	35.6\
13.53611111111111	37.4\
13.575	35.6\
13.615972222222222	37.4\
13.661805555555555	42.8\
13.699305555555554	48.2\
13.75	50.\
13.78125	51.8\
13.82847222222222	53.6\
13.865972222222222	53.6\
13.90625	55.400000000000006\
13.948611111111111	51.8\
13.996527777777777	44.6\
14.	44.6\
14.077777777777778	44.6\
14.116666666666665	42.8\
14.156944444444443	39.2\
14.198611111111111	41.\
14.21875	42.8\
14.232638888888888	41.\
14.245833333333332	39.2\
14.260416666666666	42.8\
14.274305555555555	39.2\
14.291666666666666	37.4\
14.302083333333332	37.4\
14.315972222222221	41.\
14.320138888888888	41.\
14.357638888888888	35.6\
14.375	35.6\
14.385416666666666	35.6\
14.399305555555555	37.4\
14.416666666666666	37.4\
14.427083333333332	37.4\
14.440972222222221	41.\
14.458333333333332	41.\
14.46875	33.8\
14.482638888888888	33.8\
14.5	37.4\
14.533333333333333	32.\
14.576388888888888	39.2\
14.625	39.2\
14.65625	41.\
14.699305555555554	41.\
14.740972222222222	42.8\
14.791666666666666	46.4\
14.824305555555554	46.4\
14.864583333333332	44.6\
14.907638888888888	44.6\
14.949305555555554	46.4\
14.99236111111111	41.\
15.034027777777776	35.6\
15.073611111111111	35.6\
15.114583333333332	35.6\
15.156944444444443	37.4\
15.197916666666666	37.4\
15.21875	41.\
15.232638888888888	42.8\
15.25	42.8\
15.260416666666666	42.8\
15.274305555555555	42.8\
15.291666666666666	42.8\
15.302083333333332	42.8\
15.315972222222221	41.\
15.333333333333332	42.8\
15.34375	41.\
15.357638888888888	41.\
15.370833333333332	41.\
15.385416666666666	41.\
15.399305555555555	39.2\
15.416666666666666	37.4\
15.427083333333332	37.4\
15.440972222222221	37.4\
15.458333333333332	37.4\
15.46875	33.8\
15.482638888888888	33.8\
15.5	35.6\
15.53125	39.2\
15.572916666666666	33.8\
15.618055555555555	37.4\
15.656944444444443	46.4\
15.701388888888888	44.6\
15.745833333333332	44.6\
15.783333333333333	51.8\
15.810416666666665	50.\
15.827083333333333	50.\
15.864583333333332	50.\
15.908333333333333	51.8\
15.947916666666666	50.\
15.990972222222222	50.\
16.032638888888886	50.\
16.074305555555554	50.\
16.115277777777777	50.\
16.157638888888886	51.8\
16.17222222222222	53.6\
16.199305555555554	53.6\
16.21875	51.8\
16.23263888888889	51.8\
16.245833333333334	51.8\
16.260416666666664	51.8\
16.274305555555554	51.8\
16.291666666666664	53.6\
16.302083333333332	53.6\
16.31597222222222	53.6\
16.333333333333332	53.6\
16.34375	53.6\
16.356944444444444	53.6\
16.375	53.6\
16.384722222222223	51.8\
16.399305555555554	51.8\
16.412499999999998	53.6\
16.426388888888887	51.8\
16.44097222222222	51.8\
16.458333333333332	51.8\
16.468055555555555	53.6\
16.481944444444444	51.8\
16.5	51.8\
16.534027777777776	48.2\
16.572916666666664	50.\
16.618055555555554	46.4\
16.65833333333333	50.\
16.7	51.8\
16.741666666666667	48.2\
16.78125	53.6\
16.824305555555554	55.400000000000006\
16.86736111111111	55.400000000000006\
16.916666666666664	55.400000000000006\
16.95	53.6\
16.990972222222222	50.\
17.083333333333332	44.6\
17.125	44.6\
17.15833333333333	44.6\
17.20138888888889	39.2\
17.21875	39.2\
17.23263888888889	37.4\
17.25	39.2\
17.260416666666664	37.4\
17.27361111111111	35.6\
17.287499999999998	35.6\
17.302083333333332	33.8\
17.31597222222222	33.8\
17.333333333333332	33.8\
17.34375	35.6\
17.35763888888889	37.4\
17.375	35.6\
17.385416666666664	41.\
17.399305555555554	39.2\
17.416666666666664	37.4\
17.427083333333332	37.4\
17.44097222222222	37.4\
17.458333333333332	37.4\
17.468055555555555	41.\
17.481944444444444	41.\
17.5	39.2\
17.532638888888886	39.2\
17.572916666666664	37.4\
17.61736111111111	41.\
17.656944444444445	42.8\
17.7	46.4\
17.745833333333334	48.2\
17.782638888888886	48.2\
17.82361111111111	48.2\
17.865972222222222	48.2\
17.90625	50.\
17.952777777777776	Missing\
17.990972222222222	48.2\
18.03611111111111	46.4\
18.07847222222222	46.4\
18.157638888888886	42.8\
18.20138888888889	42.8\
18.21875	42.8\
18.23263888888889	42.8\
18.25	42.8\
18.259722222222223	44.6\
18.27361111111111	42.8\
18.291666666666664	42.8\
18.302083333333332	35.6\
18.31597222222222	33.8\
18.333333333333332	32.\
18.34375	32.\
18.35763888888889	30.2\
18.375	30.2\
18.385416666666664	30.2\
18.399305555555554	28.4\
18.416666666666664	28.4\
18.427083333333332	28.4\
18.44097222222222	28.4\
18.458333333333332	28.4\
18.46875	28.4\
18.48263888888889	26.6\
18.5	26.6\
18.53333333333333	24.8\
18.575694444444444	24.8\
18.615972222222222	24.8\
18.666666666666664	28.4\
18.699305555555554	30.2\
18.743055555555554	33.8\
18.791666666666664	39.2\
18.824305555555554	42.8\
18.849999999999998	41.\
18.864583333333332	33.8\
18.877777777777776	28.4\
18.885416666666664	Missing\
18.909027777777776	24.8\
18.949305555555554	19.4\
18.990972222222222	19.4\
19.008333333333333	19.4\
19.03125	19.4\
19.075694444444444	19.4\
19.09375	19.4\
19.115972222222222	Missing\
19.156944444444445	17.6\
19.199305555555554	17.6\
19.21875	17.6\
19.23263888888889	17.6\
19.25	17.6\
19.260416666666664	17.6\
19.27361111111111	17.6\
19.291666666666664	17.6\
19.302083333333332	17.6\
19.31597222222222	17.6\
19.333333333333332	14.\
19.34375	14.\
19.35763888888889	14.\
19.370833333333334	17.6\
19.385416666666664	15.8\
19.399305555555554	15.8\
19.416666666666664	17.6\
19.427083333333332	17.6\
19.44097222222222	17.6\
19.458333333333332	17.6\
19.46875	14.\
19.48263888888889	14.\
19.5	15.8\
19.57638888888889	12.2\
19.620833333333334	14.\
19.661805555555553	17.6\
19.70347222222222	23.\
19.743055555555554	24.8\
19.78333333333333	26.6\
19.824305555555554	28.4\
19.864583333333332	30.2\
19.907638888888886	32.\
19.94861111111111	32.\
19.99513888888889	28.4\
20.036805555555553	35.6\
20.075	37.4\
20.119444444444444	39.2\
20.15972222222222	39.2\
20.197916666666664	41.\
20.21875	41.\
20.231944444444444	41.\
20.245833333333334	41.\
20.260416666666664	41.\
20.274305555555554	41.\
20.291666666666664	41.\
20.302083333333332	41.\
20.31597222222222	39.2\
20.333333333333332	39.2\
20.34375	37.4\
20.35763888888889	37.4\
20.375	37.4\
20.385416666666664	37.4\
20.399305555555554	37.4\
20.412499999999998	37.4\
20.427083333333332	37.4\
20.44097222222222	37.4\
20.458333333333332	37.4\
20.46875	37.4\
20.48263888888889	37.4\
20.495833333333334	37.4\
20.532638888888886	37.4\
20.57708333333333	35.6\
20.620833333333334	35.6\
20.657638888888886	37.4\
20.7	41.\
20.741666666666667	42.8\
20.782638888888886	44.6\
20.824305555555554	44.6\
20.87013888888889	44.6\
20.907638888888886	44.6\
20.95	42.8\
20.989583333333332	39.2\
21.032638888888886	39.2\
21.07638888888889	37.4\
21.118055555555554	37.4\
21.15625	33.8\
21.2	30.2\
21.21875	32.\
21.23263888888889	33.8\
21.25	33.8\
21.260416666666664	33.8\
21.274305555555554	42.8\
21.291666666666664	42.8\
21.302083333333332	44.6\
21.31597222222222	44.6\
21.333333333333332	37.4\
21.34375	35.6\
21.35763888888889	35.6\
21.375	35.6\
21.385416666666664	37.4\
21.399305555555554	35.6\
21.416666666666664	37.4\
21.427083333333332	41.\
21.44097222222222	37.4\
21.458333333333332	37.4\
21.46875	39.2\
21.48263888888889	44.6\
21.5	44.6\
21.532638888888886	44.6\
21.616666666666667	41.\
21.65625	42.8\
21.697916666666664	46.4\
21.745833333333334	46.4\
21.781944444444445	46.4\
21.82361111111111	42.8\
21.865972222222222	39.2\
21.90833333333333	44.6\
21.94861111111111	41.\
21.990972222222222	39.2\
22.03125	35.6\
22.075694444444444	35.6\
22.11736111111111	32.\
22.160416666666666	33.8\
22.199305555555554	32.\
22.21875	32.\
22.23263888888889	32.\
22.25	32.\
22.260416666666664	32.\
22.274305555555554	32.\
22.291666666666664	32.\
22.302083333333332	32.\
22.315277777777776	32.\
22.333333333333332	30.2\
22.343055555555555	30.2\
22.35763888888889	30.2\
22.375	30.2\
22.385416666666664	28.4\
22.399305555555554	28.4\
22.416666666666664	30.2\
22.427083333333332	26.6\
22.44097222222222	26.6\
22.458333333333332	26.6\
22.468055555555555	26.6\
22.48263888888889	21.2\
22.5	23.\
22.536805555555553	23.\
22.572916666666664	23.\
22.614583333333332	21.2\
22.659027777777776	26.6\
22.700694444444444	33.8\
22.76597222222222	46.4\
22.791666666666664	46.4\
22.822916666666664	46.4\
22.866666666666667	44.6\
22.906944444444445	42.8\
22.952777777777776	44.6\
22.990277777777777	41.\
23.035416666666666	39.2\
23.075	39.2\
23.119444444444444	39.2\
23.156944444444445	39.2\
23.20138888888889	39.2\
23.21875	37.4\
23.23263888888889	37.4\
23.25	37.4\
23.260416666666664	37.4\
23.274305555555554	37.4\
23.291666666666664	35.6\
23.302083333333332	37.4\
23.31597222222222	35.6\
23.333333333333332	37.4\
23.343055555555555	37.4\
23.35763888888889	35.6\
23.375	35.6\
23.385416666666664	35.6\
23.39861111111111	35.6\
23.412499999999998	35.6\
23.427083333333332	35.6\
23.44097222222222	35.6\
23.458333333333332	35.6\
23.46875	32.\
23.48263888888889	32.\
23.5	32.\
23.53611111111111	32.\
23.572916666666664	32.\
23.615972222222222	30.2\
23.65625	32.\
23.700694444444444	32.\
23.74236111111111	33.8\
23.784027777777776	33.8\
23.822916666666664	37.4\
23.864583333333332	37.4\
23.909027777777776	37.4\
23.949305555555554	37.4\
23.990972222222222	35.6\
24.034027777777776	32.\
24.07638888888889	28.4\
24.11736111111111	30.2\
24.157638888888886	28.4\
24.20138888888889	24.8\
24.21875	26.6\
24.231944444444444	24.8\
24.25	24.8\
24.25972222222222	23.\
24.274305555555554	23.\
24.287499999999998	23.\
24.302083333333332	23.\
24.315277777777776	23.\
24.333333333333332	23.\
24.343055555555555	21.2\
24.35763888888889	23.\
24.375	23.\
24.385416666666664	24.8\
24.399305555555554	23.\
24.416666666666664	23.\
24.427083333333332	21.2\
24.440277777777776	23.\
24.458333333333332	21.2\
24.46875	23.\
24.48263888888889	23.\
24.5	23.\
24.53472222222222	23.\
24.614583333333332	23.\
24.82847222222222	39.2\
24.865972222222222	41.\
24.909027777777776	41.\
24.94861111111111	41.\
24.993055555555554	39.2\
25.032638888888886	37.4\
25.07847222222222	37.4\
25.161805555555553	33.8\
25.200694444444444	33.8\
25.53194444444444	32.\
25.574305555555554	30.2\
25.615972222222222	30.2\
25.666666666666664	35.6\
25.697916666666664	37.4\
25.741666666666667	41.\
25.784027777777776	42.8\
25.82638888888889	44.6\
25.865972222222222	46.4\
25.90972222222222	46.4\
25.99375	44.6\
26.032638888888886	39.2\
26.074305555555554	37.4\
26.114583333333332	39.2\
26.15972222222222	39.2\
26.20138888888889	39.2\
26.532638888888886	39.2\
26.57847222222222	37.4\
26.615972222222222	35.6\
26.65694444444444	44.6\
26.704166666666666	46.4\
26.743055555555554	48.2\
26.786805555555553	51.8\
26.822916666666664	53.6\
26.86736111111111	55.400000000000006\
26.90972222222222	55.400000000000006\
26.93611111111111	57.2\
26.95208333333333	55.400000000000006\
26.99236111111111	51.8\
27.03194444444444	46.4\
27.07638888888889	46.4\
27.114583333333332	44.6\
27.15625	41.\
27.199305555555554	42.8\
27.209027777777777	42.8\
27.23263888888889	42.8\
27.25	42.8\
27.260416666666664	41.\
27.274305555555554	41.\
27.291666666666664	44.6\
27.302083333333332	44.6\
27.31597222222222	42.8\
27.333333333333332	42.8\
27.34375	44.6\
27.35763888888889	41.\
27.375	44.6\
27.385416666666664	42.8\
27.399305555555554	42.8\
27.416666666666664	46.4\
27.426388888888887	48.2\
27.44097222222222	44.6\
27.458333333333332	46.4\
27.468055555555555	42.8\
27.48263888888889	46.4\
27.5	46.4\
27.53472222222222	44.6\
27.577777777777776	46.4\
27.62013888888889	42.8\
27.661805555555553	50.\
27.699305555555554	57.2\
27.740972222222222	59.\
27.782638888888886	66.2\
27.827777777777776	66.2\
27.865972222222222	66.2\
27.907638888888886	66.2\
27.951388888888886	64.4\
27.990972222222222	60.8\
28.03194444444444	55.400000000000006\
28.074305555555554	53.6\
28.114583333333332	50.\
28.15625	48.2\
28.21875	44.6\
28.232638888888886	42.8\
28.25	42.8\
28.260416666666664	44.6\
28.274305555555554	44.6\
28.291666666666664	44.6\
28.302083333333332	44.6\
28.31597222222222	41.\
28.333333333333332	39.2\
28.34375	39.2\
28.357638888888886	37.4\
28.370833333333334	41.\
28.385416666666664	42.8\
28.399305555555554	48.2\
28.412499999999998	42.8\
28.426388888888887	48.2\
28.44097222222222	44.6\
28.458333333333332	44.6\
28.468055555555555	42.8\
28.481944444444444	51.8\
28.5	51.8\
28.53125	50.\
28.574305555555554	50.\
28.614583333333332	48.2\
28.65625	53.6\
28.69861111111111	55.400000000000006\
28.745833333333334	53.6\
28.78125	57.2\
28.825694444444444	60.8\
28.859027777777776	57.2\
28.869444444444444	59.\
28.907638888888886	51.8\
28.947916666666664	53.6\
28.991666666666664	48.2\
29.032638888888886	44.6\
29.074305555555554	35.6\
29.116666666666664	39.2\
29.157638888888886	39.2\
29.197916666666664	39.2\
29.21875	35.6\
29.232638888888886	35.6\
29.25	35.6\
29.260416666666664	35.6\
29.274305555555554	33.8\
29.291666666666664	33.8\
29.302083333333332	32.\
29.315277777777776	32.\
29.329166666666666	32.\
29.34375	30.2\
29.357638888888886	30.2\
29.375	30.2\
29.385416666666664	30.2\
29.399305555555554	28.4\
29.416666666666664	26.6\
29.427083333333332	26.6\
29.440277777777776	28.4\
29.458333333333332	32.\
29.46875	30.2\
29.482638888888886	28.4\
29.5	30.2\
29.53333333333333	28.4\
29.572916666666664	28.4\
29.618055555555554	28.4\
29.657638888888886	30.2\
29.701388888888886	35.6\
29.739583333333332	37.4\
29.82708333333333	39.2\
29.865972222222222	39.2\
29.90625	39.2\
29.916666666666664	32.\
29.949305555555554	39.2\
29.995833333333334	37.4\
30.032638888888886	33.8\
30.07361111111111	32.\
30.115972222222222	30.2\
30.15694444444444	30.2\
30.201388888888886	28.4\
30.218055555555555	28.4\
30.232638888888886	28.4\
30.25	28.4\
30.260416666666664	28.4\
30.274305555555554	30.2\
30.287499999999998	28.4\
30.302083333333332	28.4\
30.31597222222222	28.4\
30.329166666666666	28.4\
30.34375	28.4\
30.357638888888886	28.4\
30.375	28.4\
30.385416666666664	28.4\
